encoder__Dependents,encoder__PaymentMethod,encoder__InternetService,encoder__tenure_group,remainder__SeniorCitizen,remainder__Partner,remainder__Tenure,remainder__Contract,remainder__PaperlessBilling,remainder__MonthlyCharges,remainder__TotalCharges,remainder__OnlineSecurity,remainder__OnlineBackup,remainder__DeviceProtection,remainder__TechSupport,remainder__service_diversity,remainder__monthly_charges_ratio,remainder__is_paperless_electronic
0.0,2.0,1.0,0.0,0,0,3,1,0,83.75,247.25,0,1,0,0,1,1.2878141323782235,0
0.0,0.0,1.0,0.0,0,0,12,1,1,89.75,1052.4,0,1,0,0,1,1.3800754433545739,1
0.0,2.0,1.0,5.0,0,1,63,1,1,108.75,6871.7,0,1,1,1,3,1.67223626144635,0
1.0,1.0,0.0,1.0,0,0,15,12,0,55.2,864.55,0,0,1,1,2,0.8488040609824231,0
1.0,2.0,1.0,0.0,0,1,6,1,1,69.8,377.85,0,0,0,0,0,1.0733065843582088,0
1.0,2.0,1.0,5.0,0,1,71,24,1,84.8,6152.4,0,1,0,1,2,1.3039598617990846,0
0.0,1.0,0.0,4.0,0,1,51,24,0,60.5,3121.45,1,1,0,1,3,0.9303015523448659,0
0.0,3.0,0.0,1.0,0,1,22,1,1,54.7,1178.75,0,1,1,0,2,0.8411156184010606,0
0.0,3.0,0.0,4.0,0,1,59,12,1,69.1,4096.9,1,0,0,1,2,1.0625427647443013,0
1.0,3.0,0.0,0.0,0,1,5,1,0,25.05,125.5,0,0,0,0,0,0.3851909733262627,0
0.0,1.0,0.0,1.0,0,0,14,12,0,51.45,727.85,0,1,0,0,1,0.7911407416222042,0
0.0,0.0,1.0,3.0,1,0,42,1,1,104.75,4323.45,0,1,1,0,2,1.6107287207954497,1
0.0,2.0,0.0,1.0,0,0,22,1,1,54.45,1127.35,1,0,0,0,1,0.8372713971103793,0
0.0,0.0,0.0,5.0,0,0,72,24,1,63.7,4464.8,1,1,1,1,4,0.9795075848655861,1
0.0,2.0,0.0,0.0,0,1,11,1,1,44.05,483.7,0,0,0,0,0,0.6773517914180387,0
1.0,3.0,0.0,0.0,0,1,3,1,0,40.3,92.5,0,1,0,0,1,0.6196884720578197,0
1.0,0.0,2.0,5.0,0,1,71,24,0,19.9,1389.35,0,0,0,0,0,0.3060000147382286,0
1.0,3.0,0.0,0.0,0,1,6,1,1,48.8,297.35,0,0,0,1,1,0.7503919959409827,0
0.0,2.0,1.0,3.0,1,1,46,1,1,101.0,4680.05,0,0,1,0,1,1.5530654014352308,0
0.0,3.0,0.0,1.0,0,1,23,24,0,59.7,1414.2,0,1,0,1,2,0.9180000442146858,0
0.0,2.0,0.0,0.0,1,0,2,1,1,49.25,91.1,1,0,0,0,1,0.757311594264209,0
0.0,2.0,1.0,0.0,0,0,3,1,1,97.9,315.3,0,1,0,1,2,1.5053970574307831,0
0.0,0.0,0.0,4.0,1,0,50,1,1,70.35,3454.6,1,1,0,0,2,1.0817638711977076,1
0.0,2.0,0.0,0.0,0,0,8,1,1,66.7,579.0,1,0,1,0,2,1.0256382403537614,0
0.0,1.0,1.0,1.0,0,0,20,1,1,90.7,1781.35,0,0,1,0,1,1.3946834842591627,1
1.0,3.0,2.0,3.0,0,1,42,12,0,20.25,854.9,0,0,0,0,0,0.3113819245451824,0
1.0,3.0,2.0,2.0,0,1,33,24,0,20.1,670.35,0,0,0,0,0,0.30907539177077364,0
0.0,2.0,1.0,1.0,0,0,14,1,1,100.55,1415.55,0,1,0,0,1,1.5461458031120043,0
0.0,1.0,0.0,5.0,0,1,64,12,1,66.15,4392.5,1,0,0,0,1,1.0171809535142626,1
0.0,2.0,1.0,2.0,0,0,36,1,1,84.75,3050.15,0,0,0,0,0,1.3031910175409485,0
0.0,0.0,1.0,3.0,0,1,47,1,1,107.35,5118.95,0,0,1,1,2,1.6507086222185348,1
0.0,3.0,2.0,3.0,0,0,38,12,0,19.3,755.5,0,0,0,0,0,0.2967738836405936,0
0.0,0.0,0.0,5.0,0,0,62,24,0,69.4,4237.5,1,1,1,1,4,1.067155830293119,0
0.0,2.0,1.0,4.0,1,1,58,1,1,98.7,5812.6,0,0,1,0,1,1.5176985655609632,0
0.0,2.0,1.0,2.0,1,0,35,12,1,108.35,3726.15,1,1,1,0,3,1.6660855073812597,0
0.0,2.0,2.0,0.0,0,0,2,1,0,19.9,57.4,0,0,0,0,0,0.3060000147382286,0
0.0,0.0,1.0,0.0,0,0,3,1,1,69.55,222.3,0,0,0,0,0,1.0694623630675275,1
1.0,0.0,1.0,5.0,0,1,72,24,1,112.25,8041.65,0,1,1,1,3,1.7260553595158876,1
0.0,3.0,1.0,0.0,0,0,5,1,1,85.3,420.45,0,1,0,0,1,1.3116483043804472,0
0.0,3.0,1.0,5.0,1,1,72,24,1,109.75,8075.35,1,0,1,1,3,1.687613146609075,0
0.0,0.0,1.0,2.0,0,0,30,12,0,90.4,2820.65,1,1,1,0,3,1.3900704187103452,0
1.0,1.0,0.0,0.0,1,1,1,1,1,49.25,49.25,0,0,0,1,1,0.757311594264209,1
0.0,0.0,0.0,0.0,0,0,12,1,0,74.75,827.05,0,0,1,0,1,1.1494221659136978,0
0.0,2.0,1.0,0.0,0,0,3,1,1,107.95,318.6,0,1,1,1,3,1.65993475331617,0
0.0,2.0,1.0,1.0,1,0,13,1,1,106.9,1364.3,0,1,1,0,2,1.6437890238953086,0
0.0,3.0,2.0,2.0,0,0,27,12,0,19.15,501.35,0,0,0,0,0,0.2944673508661848,0
0.0,2.0,0.0,2.0,0,0,29,1,0,34.3,1004.75,0,1,0,1,2,0.5274271610814694,0
1.0,3.0,0.0,5.0,0,1,64,12,0,65.8,4068.0,1,0,0,1,2,1.0117990437073086,0
0.0,2.0,1.0,0.0,0,0,1,1,1,74.9,74.9,0,0,1,0,1,1.1517286986881068,0
0.0,3.0,0.0,4.0,0,1,52,12,1,75.4,3865.45,1,1,0,0,2,1.1594171412694694,0
0.0,0.0,1.0,4.0,0,1,50,1,1,84.4,4116.15,0,0,0,0,0,1.2978091077339948,1
0.0,3.0,1.0,0.0,0,0,6,1,1,73.85,401.3,0,0,0,0,0,1.1355829692672452,0
0.0,1.0,1.0,2.0,1,0,33,1,1,83.85,2716.3,0,1,1,0,2,1.2893518208944958,1
0.0,0.0,0.0,1.0,0,1,24,1,1,69.45,1614.05,0,1,0,0,1,1.0679246745512552,1
1.0,1.0,2.0,4.0,0,1,54,24,0,20.4,1090.6,0,0,0,0,0,0.3136884573195911,0
0.0,2.0,1.0,4.0,0,0,52,1,1,103.05,5364.8,0,1,1,0,2,1.584588016018817,0
0.0,2.0,1.0,0.0,0,0,1,1,1,75.1,75.1,0,0,0,0,0,1.1548040757206517,0
0.0,2.0,0.0,0.0,0,1,1,1,1,45.0,45.0,0,0,0,0,0,0.6919598323226275,0
1.0,2.0,0.0,2.0,0,0,30,1,1,44.5,1307.8,0,0,0,0,0,0.684271389741265,0
0.0,3.0,0.0,4.0,0,0,50,1,1,35.0,1782.4,1,1,0,0,2,0.538190980695377,0
1.0,1.0,0.0,4.0,0,1,60,1,1,79.05,4663.4,1,1,0,1,3,1.2155427721134155,1
1.0,3.0,2.0,1.0,0,1,15,1,0,20.05,284.3,0,0,0,0,0,0.30830654751263736,0
0.0,3.0,1.0,3.0,0,1,45,12,0,113.3,5032.25,1,1,1,1,4,1.7422010889367487,0
1.0,3.0,1.0,4.0,0,1,56,24,0,115.85,6567.9,1,1,1,1,4,1.7814121461016976,0
0.0,3.0,1.0,0.0,0,1,1,1,1,69.9,69.9,0,0,0,0,0,1.0748442728744816,0
0.0,2.0,1.0,0.0,1,0,8,1,1,74.5,606.55,0,1,0,0,1,1.1455779446230168,0
0.0,1.0,0.0,0.0,0,0,7,12,1,35.5,249.55,0,0,1,1,2,0.5458794232767394,1
0.0,2.0,1.0,0.0,0,0,1,1,1,89.9,89.9,0,0,0,0,0,1.3823819761289826,0
0.0,1.0,1.0,2.0,0,0,30,1,1,84.3,2438.6,1,1,1,0,3,1.2962714192177223,1
1.0,2.0,1.0,3.0,0,0,41,24,1,111.15,4507.15,1,1,1,1,4,1.70914078583689,0
0.0,2.0,1.0,5.0,1,1,70,12,1,104.8,7308.95,0,1,1,0,2,1.6114975650535859,0
1.0,2.0,0.0,0.0,0,1,6,1,1,49.15,295.65,1,0,0,0,1,0.7557739057479365,0
0.0,1.0,2.0,3.0,0,0,48,24,0,19.85,916.0,0,0,0,0,0,0.3052311704800924,0
0.0,3.0,2.0,2.0,0,1,29,24,1,19.55,521.8,0,0,0,0,0,0.30061810493127483,0
1.0,3.0,2.0,3.0,0,1,44,1,0,19.6,780.25,0,0,0,0,0,0.3013869491894111,0
0.0,3.0,2.0,3.0,1,1,37,12,0,19.6,727.8,0,0,0,0,0,0.3013869491894111,0
0.0,3.0,0.0,0.0,0,0,1,1,1,49.65,49.65,0,0,1,0,1,0.763462348329299,0
0.0,2.0,1.0,4.0,1,0,55,1,1,116.5,6382.55,1,1,1,1,4,1.791407121457469,0
0.0,2.0,1.0,0.0,1,0,1,1,1,79.2,79.2,0,0,0,0,0,1.2178493048878245,0
0.0,0.0,0.0,3.0,0,0,44,12,1,85.25,3704.15,0,1,1,1,3,1.310879460122311,1
0.0,2.0,1.0,0.0,0,0,6,1,1,69.1,435.0,0,0,0,0,0,1.0625427647443013,0
0.0,2.0,1.0,0.0,0,0,1,1,1,79.05,79.05,0,0,0,0,0,1.2155427721134155,0
0.0,2.0,1.0,4.0,1,1,51,1,1,84.2,4146.05,0,1,1,0,2,1.2947337307014497,0
0.0,0.0,1.0,2.0,1,1,27,1,1,104.3,2867.75,1,0,0,1,2,1.6038091224722233,1
0.0,2.0,1.0,4.0,1,1,58,1,1,98.9,5780.7,0,1,0,0,1,1.520773942593508,0
0.0,0.0,0.0,5.0,0,0,67,24,0,50.55,3260.1,0,0,0,1,1,0.7773015449757515,0
0.0,1.0,2.0,5.0,0,1,64,24,0,19.45,1208.6,0,0,0,0,0,0.2990804164150023,0
0.0,1.0,0.0,5.0,0,1,72,24,1,85.9,6110.75,1,0,1,1,3,1.3208744354780824,1
0.0,2.0,1.0,0.0,0,0,10,1,0,95.2,930.4,0,0,0,0,0,1.4638794674914253,0
0.0,1.0,0.0,2.0,0,0,30,12,1,68.95,2038.7,0,1,1,0,2,1.0602362319698926,1
0.0,0.0,1.0,0.0,0,0,2,1,0,69.75,144.55,0,0,0,0,0,1.0725377401000726,0
0.0,2.0,0.0,0.0,0,1,1,1,1,50.35,50.35,0,0,1,0,1,0.7742261679432066,0
0.0,0.0,0.0,4.0,0,1,57,24,1,57.5,3265.95,0,1,1,1,3,0.8841708968566907,1
0.0,3.0,1.0,0.0,1,1,3,1,1,83.9,267.4,0,0,0,1,1,1.2901206651526322,0
1.0,0.0,0.0,2.0,0,1,30,1,1,54.45,1588.7,1,0,0,0,1,0.8372713971103793,1
0.0,1.0,0.0,2.0,0,1,25,1,1,58.6,1502.65,1,1,1,0,3,0.9010854705356883,1
0.0,3.0,0.0,0.0,0,1,9,12,0,48.6,422.3,1,0,0,0,1,0.7473166189084377,0
0.0,1.0,0.0,0.0,1,1,2,1,0,50.15,115.1,0,1,0,0,1,0.7711507909106615,0
0.0,2.0,1.0,4.0,1,1,53,1,1,103.85,5485.5,0,1,1,0,2,1.596889524148997,0
0.0,0.0,0.0,0.0,0,0,10,1,0,40.7,449.3,1,1,1,0,3,0.6258392261229099,0
0.0,0.0,0.0,5.0,0,1,70,24,1,84.8,5917.55,0,1,1,1,3,1.3039598617990846,1
0.0,0.0,1.0,4.0,0,1,49,1,1,93.85,4733.1,1,1,0,0,2,1.4431206725217465,1
1.0,3.0,2.0,5.0,0,1,72,24,1,20.7,1482.3,0,0,0,0,0,0.3183015228684086,0
0.0,2.0,1.0,4.0,1,1,55,24,1,113.6,6292.7,0,1,1,1,3,1.7468141544855662,0
0.0,2.0,1.0,5.0,1,1,71,24,1,99.2,7213.75,0,1,1,0,2,1.5253870081423255,0
0.0,2.0,1.0,4.0,0,0,51,1,1,99.0,5038.15,0,1,1,0,2,1.5223116311097806,0
0.0,0.0,1.0,1.0,0,1,17,1,1,80.5,1336.9,0,1,0,0,1,1.237839255599367,1
0.0,0.0,2.0,5.0,0,1,72,24,0,24.65,1830.05,0,0,0,0,0,0.3790402192611726,0
0.0,2.0,1.0,2.0,1,0,26,1,1,95.0,2497.2,1,1,0,0,2,1.4608040904588804,0
1.0,0.0,0.0,4.0,0,1,60,24,0,76.95,4543.95,0,1,0,1,2,1.183251313271693,0
0.0,3.0,1.0,0.0,0,0,10,1,1,75.75,777.3,0,0,0,0,0,1.164799051076423,0
0.0,3.0,0.0,0.0,0,0,12,24,0,49.85,552.1,1,0,1,1,3,0.7665377253618441,0
1.0,2.0,1.0,3.0,0,1,42,24,1,100.4,4303.65,0,0,1,1,2,1.5438392703375958,0
0.0,0.0,2.0,5.0,0,1,71,24,1,20.9,1493.2,0,0,0,0,0,0.32137689990095364,1
0.0,0.0,0.0,5.0,1,0,67,24,1,64.55,4250.1,1,1,0,1,3,0.9925779372539023,1
1.0,0.0,0.0,5.0,0,1,65,24,1,82.5,5215.1,1,1,0,1,3,1.268593025924817,1
0.0,0.0,2.0,3.0,0,1,46,12,1,24.45,1066.15,0,0,0,0,0,0.37596484222862764,1
1.0,0.0,0.0,5.0,0,1,62,24,0,48.7,3008.55,1,1,0,1,3,0.7488543074247103,0
0.0,0.0,0.0,1.0,0,1,14,1,0,48.8,664.4,0,0,0,1,1,0.7503919959409827,0
0.0,3.0,2.0,0.0,0,0,1,1,0,19.9,19.9,0,0,0,0,0,0.3060000147382286,0
0.0,3.0,2.0,0.0,0,1,11,12,1,20.55,184.95,0,0,0,0,0,0.3159949900939999,0
0.0,2.0,1.0,0.0,0,0,8,1,0,100.85,819.55,0,1,0,0,1,1.5507588686608218,0
1.0,3.0,2.0,0.0,0,1,1,24,0,20.35,20.35,0,0,0,0,0,0.31291961306145494,0
1.0,1.0,2.0,3.0,0,1,46,24,0,19.95,862.4,0,0,0,0,0,0.30676885899636486,0
0.0,2.0,1.0,2.0,0,1,29,1,1,85.8,2440.25,0,1,1,0,2,1.3193367469618098,0
0.0,2.0,1.0,0.0,0,0,1,1,1,82.3,82.3,0,1,1,0,2,1.2655176488922721,0
0.0,1.0,0.0,5.0,0,1,62,24,1,60.15,3753.2,0,1,1,1,3,0.9249196425379121,1
0.0,0.0,1.0,5.0,0,0,66,12,1,92.15,6056.9,0,0,1,0,1,1.416979967745114,1
1.0,1.0,0.0,5.0,0,1,72,24,0,89.75,6595.9,1,1,1,1,4,1.3800754433545739,0
0.0,2.0,1.0,4.0,0,1,56,12,1,100.55,5514.95,1,0,0,0,1,1.5461458031120043,0
1.0,2.0,1.0,1.0,0,0,15,1,1,91.0,1430.05,0,1,0,0,1,1.3992965498079801,0
0.0,2.0,0.0,1.0,1,0,21,1,1,41.9,840.1,1,0,0,0,1,0.6442914883181798,0
0.0,0.0,2.0,5.0,0,1,70,24,0,19.45,1303.5,0,0,0,0,0,0.2990804164150023,0
1.0,2.0,2.0,0.0,0,1,1,1,0,19.25,19.25,0,0,0,0,0,0.2960050393824573,0
0.0,1.0,0.0,0.0,0,1,9,1,1,69.05,653.95,0,1,1,0,2,1.0617739204861651,1
0.0,0.0,1.0,4.0,0,0,60,1,1,89.9,5450.7,0,1,0,0,1,1.3823819761289826,1
0.0,2.0,1.0,2.0,0,0,31,1,1,78.45,2435.15,0,1,0,1,2,1.2063166410157806,0
0.0,2.0,0.0,0.0,0,0,1,1,1,55.0,55.0,0,0,0,0,0,0.8457286839498781,0
0.0,0.0,2.0,4.0,0,1,57,24,0,19.9,1115.6,0,0,0,0,0,0.3060000147382286,0
0.0,2.0,0.0,0.0,0,0,3,1,1,45.35,141.5,0,0,0,0,0,0.6973417421295813,0
0.0,2.0,1.0,1.0,0,0,15,1,0,85.3,1219.85,0,0,1,0,1,1.3116483043804472,0
0.0,1.0,1.0,4.0,0,1,59,12,1,81.25,4639.45,1,0,1,0,2,1.2493719194714108,1
0.0,2.0,1.0,0.0,0,0,8,1,1,73.5,632.2,0,0,0,0,0,1.1302010594602916,0
1.0,3.0,2.0,0.0,0,1,0,24,0,20.0,0.0,0,0,0,0,0,0.30753770325450114,0
0.0,2.0,1.0,0.0,0,0,4,1,1,88.45,370.65,0,0,0,0,0,1.3600854926430312,0
0.0,2.0,1.0,0.0,0,0,3,1,1,89.45,240.45,0,0,0,0,0,1.3754623778057564,0
0.0,2.0,1.0,1.0,0,1,18,1,1,99.4,1742.95,1,0,0,0,1,1.5284623851748707,0
1.0,3.0,2.0,1.0,0,1,19,12,0,19.8,344.5,0,0,0,0,0,0.3044623262219561,0
0.0,1.0,0.0,5.0,0,1,63,24,0,79.8,5034.05,0,0,1,1,2,1.2270754359854594,0
1.0,2.0,1.0,2.0,1,0,27,1,1,78.05,2135.5,0,0,1,0,1,1.2001658869506906,0
1.0,1.0,0.0,4.0,0,1,56,12,1,36.1,1971.5,0,1,1,0,2,0.5551055543743746,1
1.0,1.0,2.0,5.0,0,1,62,24,0,20.05,1263.9,0,0,0,0,0,0.30830654751263736,0
1.0,1.0,1.0,5.0,0,1,72,24,1,114.3,8058.55,1,1,1,1,4,1.757577974099474,1
0.0,0.0,2.0,1.0,0,0,22,12,0,20.85,450.65,0,0,0,0,0,0.32060805564281747,0
0.0,0.0,1.0,2.0,0,0,33,12,1,79.95,2684.85,0,1,0,1,2,1.2293819687598684,1
0.0,3.0,0.0,0.0,0,0,10,1,0,46.0,492.1,0,0,0,0,0,0.7073367174853525,0
0.0,2.0,0.0,3.0,1,0,42,1,0,55.65,2421.75,0,0,1,0,1,0.8557236593056493,0
0.0,2.0,1.0,0.0,0,0,2,1,0,80.75,159.45,0,0,0,0,0,1.2416834768900482,0
1.0,2.0,0.0,5.0,1,1,71,12,0,69.2,4982.5,1,1,0,0,2,1.0640804532605739,0
0.0,3.0,0.0,2.0,0,0,29,1,0,67.45,1801.1,1,1,0,1,3,1.037170904225805,0
1.0,1.0,2.0,2.0,0,1,32,1,1,19.45,674.55,0,0,0,0,0,0.2990804164150023,1
1.0,0.0,0.0,5.0,0,1,69,24,1,81.95,5601.4,0,1,1,1,3,1.2601357390853183,1
0.0,1.0,1.0,0.0,0,1,3,1,1,74.75,229.5,0,0,0,0,0,1.1494221659136978,1
0.0,1.0,2.0,1.0,0,0,20,12,1,19.35,433.75,0,0,0,0,0,0.2975427278987299,1
0.0,1.0,0.0,5.0,0,1,72,24,0,89.8,6510.45,1,1,1,1,4,1.38084428761271,0
0.0,0.0,2.0,3.0,0,0,46,24,0,20.05,902.0,0,0,0,0,0,0.30830654751263736,0
1.0,1.0,2.0,5.0,0,0,63,24,0,19.5,1215.1,0,0,0,0,0,0.2998492606731386,0
0.0,2.0,1.0,4.0,0,0,49,1,1,84.5,3906.7,0,0,0,0,0,1.2993467962502672,0
0.0,2.0,1.0,5.0,0,1,61,1,1,114.1,7132.15,0,1,1,1,3,1.7545025970669288,0
1.0,0.0,2.0,3.0,0,1,40,1,1,20.4,745.3,0,0,0,0,0,0.3136884573195911,1
0.0,0.0,2.0,1.0,0,0,16,12,0,20.1,318.6,0,0,0,0,0,0.30907539177077364,0
1.0,1.0,0.0,5.0,0,1,71,24,0,89.9,6457.15,1,1,1,1,4,1.3823819761289826,0
1.0,3.0,0.0,2.0,0,1,29,1,1,60.2,1834.15,1,0,0,0,1,0.9256884867960484,0
0.0,2.0,1.0,0.0,1,1,7,1,1,74.85,485.25,0,0,0,0,0,1.1509598544299704,0
0.0,0.0,1.0,3.0,0,0,37,1,0,98.8,3475.55,0,0,0,1,1,1.5192362540772355,0
0.0,1.0,1.0,0.0,1,1,2,1,1,95.5,181.65,0,0,1,0,1,1.468492533040243,1
1.0,0.0,1.0,3.0,0,1,45,24,1,109.75,4900.65,0,1,1,1,3,1.687613146609075,1
0.0,2.0,0.0,4.0,0,0,60,12,1,44.45,2773.9,1,0,1,0,2,0.6835025454831288,0
1.0,3.0,0.0,3.0,0,0,40,1,1,55.25,2139.2,1,1,0,0,2,0.8495729052405594,0
0.0,3.0,2.0,2.0,0,0,30,12,0,19.7,625.05,0,0,0,0,0,0.3029246377056836,0
0.0,1.0,1.0,5.0,1,1,70,24,0,105.35,7511.9,1,1,1,0,3,1.6199548518930846,0
0.0,2.0,1.0,1.0,0,1,23,1,0,83.8,1900.25,0,1,1,1,3,1.2885829766363597,0
1.0,0.0,2.0,5.0,0,1,72,24,0,25.2,1787.35,0,0,0,0,0,0.3874975061006714,0
0.0,1.0,1.0,4.0,0,1,51,12,0,110.05,5686.4,1,1,0,1,3,1.6922262121578924,0
0.0,3.0,0.0,1.0,0,1,23,12,1,66.25,1533.8,1,1,1,1,4,1.018718642030535,0
0.0,1.0,1.0,5.0,0,0,72,24,0,115.05,8405.0,1,1,1,1,4,1.7691106379715176,0
0.0,0.0,1.0,4.0,0,0,51,12,0,107.45,5680.9,1,1,1,0,3,1.6522463107348073,0
0.0,2.0,1.0,0.0,0,1,1,1,1,68.95,68.95,0,0,0,0,0,1.0602362319698926,0
0.0,2.0,1.0,1.0,0,0,24,1,1,85.95,2107.15,0,1,1,1,3,1.3216432797362185,0
0.0,3.0,2.0,3.0,0,1,44,12,0,25.7,1110.5,0,0,0,0,0,0.39518594868203394,0
0.0,3.0,0.0,4.0,0,1,59,12,0,65.5,3801.3,1,1,0,1,3,1.007185978158491,0
0.0,2.0,0.0,0.0,1,0,8,1,1,29.4,221.9,0,0,1,0,1,0.4520804237841166,0
0.0,0.0,1.0,5.0,0,0,72,24,0,113.4,8164.1,1,1,1,1,4,1.7437387774530215,0
1.0,2.0,0.0,0.0,0,1,2,1,1,44.5,90.05,0,0,0,0,0,0.684271389741265,0
0.0,2.0,1.0,0.0,0,0,1,1,0,91.7,91.7,0,1,0,1,2,1.4100603694218876,0
0.0,2.0,1.0,5.0,0,1,61,1,1,105.55,6281.45,0,1,1,0,2,1.6230302289256295,0
0.0,0.0,1.0,5.0,0,1,68,24,1,84.7,5711.05,1,1,0,0,2,1.3024221732828123,1
0.0,2.0,1.0,5.0,1,1,68,1,1,105.3,7299.65,0,1,1,0,2,1.6191860076349485,0
0.0,1.0,0.0,2.0,0,0,30,12,1,79.3,2427.1,1,0,1,0,2,1.2193869934040968,1
0.0,2.0,1.0,3.0,0,1,47,12,1,78.9,3650.35,0,1,0,0,1,1.213236239339007,0
0.0,2.0,1.0,0.0,0,1,2,1,0,70.4,147.15,0,0,0,0,0,1.082532715455844,0
0.0,3.0,0.0,1.0,0,0,13,12,0,55.15,742.9,1,0,0,1,2,0.8480352167242868,0
0.0,2.0,1.0,2.0,0,0,33,24,1,88.95,3027.65,1,0,0,1,2,1.3677739352243938,0
0.0,0.0,0.0,0.0,0,0,1,1,0,44.15,44.15,0,0,0,0,0,0.6788894799343113,0
1.0,1.0,1.0,5.0,0,1,72,24,0,107.45,7658.3,1,1,1,1,4,1.6522463107348073,0
0.0,3.0,2.0,5.0,0,0,63,24,1,20.6,1298.7,0,0,0,0,0,0.3167638343521362,0
0.0,3.0,2.0,3.0,0,0,37,24,0,19.85,784.25,0,0,0,0,0,0.3052311704800924,0
0.0,0.0,1.0,4.0,0,1,56,1,1,85.6,4902.8,0,0,0,0,0,1.3162613699292647,1
1.0,1.0,0.0,3.0,0,1,45,24,0,73.85,3371.0,1,1,0,1,3,1.1355829692672452,0
1.0,1.0,1.0,5.0,0,1,70,1,1,97.55,6669.05,1,1,0,0,2,1.5000151476238293,1
0.0,3.0,0.0,1.0,0,0,15,24,1,38.8,603.0,0,1,0,0,1,0.5966231443137321,0
0.0,3.0,2.0,0.0,0,0,6,1,1,20.95,109.5,0,0,0,0,0,0.3221457441590899,0
1.0,2.0,0.0,0.0,0,0,1,1,0,44.0,44.0,0,0,0,0,0,0.6765829471599024,0
0.0,2.0,1.0,0.0,0,0,2,1,1,74.75,144.8,0,1,0,0,1,1.1494221659136978,0
0.0,2.0,1.0,5.0,0,0,61,12,1,118.6,7365.7,1,1,1,1,4,1.8236985802991916,0
0.0,2.0,1.0,0.0,0,0,12,1,1,89.15,1057.55,0,1,0,0,1,1.3708493122569387,0
0.0,0.0,1.0,0.0,0,0,9,1,1,95.9,827.45,0,0,0,1,1,1.474643287105333,1
0.0,0.0,1.0,5.0,0,1,64,24,1,99.0,6375.8,1,0,1,0,2,1.5223116311097806,1
0.0,1.0,1.0,4.0,1,1,49,1,0,90.05,4547.25,0,1,0,0,1,1.3846885089033913,0
0.0,0.0,2.0,0.0,0,1,2,1,0,20.1,43.15,0,0,0,0,0,0.30907539177077364,0
0.0,1.0,2.0,5.0,1,1,70,24,1,19.55,1462.05,0,0,0,0,0,0.30061810493127483,1
0.0,0.0,1.0,2.0,1,1,35,1,1,100.5,3653.35,1,1,0,1,3,1.5453769588538682,1
0.0,2.0,0.0,2.0,0,1,25,1,0,54.1,1373.0,0,1,0,0,1,0.8318894873034256,0
0.0,2.0,0.0,1.0,1,0,14,1,1,46.35,672.7,0,0,0,0,0,0.7127186272923064,0
0.0,2.0,1.0,1.0,0,0,24,1,1,89.55,2259.35,0,0,0,1,1,1.3770000663220288,0
0.0,3.0,2.0,0.0,0,0,1,1,0,20.2,20.2,0,0,0,0,0,0.3106130802870461,0
1.0,0.0,1.0,5.0,0,1,72,24,0,111.95,8033.1,1,1,1,1,4,1.7214422939670702,0
0.0,1.0,0.0,2.0,0,1,31,1,1,66.4,2019.8,0,0,1,1,2,1.0210251748049437,1
0.0,2.0,1.0,0.0,0,0,3,1,0,79.25,267.6,0,0,0,0,0,1.2186181491459607,0
1.0,2.0,0.0,1.0,0,1,21,1,1,44.95,926.25,0,0,0,0,0,0.6911909880644913,0
0.0,2.0,1.0,0.0,0,1,9,1,1,79.75,769.1,0,0,0,0,0,1.2263065917273233,0
1.0,0.0,0.0,0.0,0,1,11,1,1,59.65,683.25,0,0,1,0,1,0.9172311999565496,1
0.0,2.0,1.0,0.0,0,0,1,1,1,70.35,70.35,0,0,0,0,0,1.0817638711977076,0
1.0,3.0,0.0,0.0,0,0,1,1,1,49.9,49.9,0,0,0,1,1,0.7673065696199802,0
0.0,2.0,1.0,5.0,0,0,62,12,1,100.15,6413.65,0,0,1,0,1,1.5399950490469145,0
0.0,0.0,2.0,2.0,0,0,35,1,0,19.25,617.65,0,0,0,0,0,0.2960050393824573,0
0.0,2.0,1.0,2.0,1,1,32,1,0,85.3,2661.1,0,0,0,0,0,1.3116483043804472,0
0.0,3.0,2.0,2.0,0,0,29,12,1,19.8,572.2,0,0,0,0,0,0.3044623262219561,0
0.0,1.0,1.0,4.0,1,1,57,1,0,94.0,5438.95,0,1,1,0,2,1.4454272052961552,0
1.0,2.0,0.0,2.0,0,1,32,1,1,35.15,1051.05,1,1,0,0,2,0.5404975134697857,0
0.0,1.0,1.0,3.0,0,0,40,12,1,105.95,4335.2,0,0,1,1,2,1.6291809829907198,1
0.0,2.0,1.0,5.0,0,0,62,12,0,102.0,6529.25,1,1,0,1,3,1.5684422865979557,0
0.0,1.0,1.0,0.0,0,0,9,1,1,74.25,639.65,1,0,0,0,1,1.1417337233323355,1
1.0,2.0,1.0,0.0,0,0,12,1,1,76.6,893.0,0,0,0,0,0,1.1778694034647392,0
0.0,1.0,0.0,5.0,0,1,70,24,0,77.3,5498.2,1,0,1,1,3,1.1886332230786467,0
1.0,1.0,0.0,2.0,0,1,32,1,0,50.6,1653.45,0,0,1,0,1,0.7780703892338878,0
0.0,2.0,1.0,0.0,0,1,6,1,1,105.3,545.2,0,1,1,0,2,1.6191860076349485,0
0.0,3.0,2.0,3.0,0,1,40,24,0,19.1,780.1,0,0,0,0,0,0.2936985066080486,0
